Country,Product,Month,Quantity
Japan,BriteBite Toothbrush,May2024,942.7
Japan,BriteBite Toothbrush,Jun2024,961.4000000000001
Japan,BriteBite Toothbrush,Jul2024,943.8000000000001
Japan,BriteBite Toothbrush,Aug2024,980.1
Japan,BriteBite Toothbrush,Sep2024,1023.0000000000001
Japan,BriteBite Toothbrush,Oct2024,966.9000000000001
Japan,BriteBite Toothbrush,Nov2024,962.5000000000001
Japan,BriteBite Toothbrush,Dec2024,958.1
Japan,LuminousLip Care,Jan2024,0.0
Japan,LuminousLip Care,Feb2024,0.0
Japan,LuminousLip Care,Mar2024,0.0
Japan,LuminousLip Care,Apr2024,0.0
Japan,LuminousLip Care,May2024,0.0
Japan,LuminousLip Care,Jun2024,0.0
Japan,LuminousLip Care,Jul2024,0.0
Japan,LuminousLip Care,Aug2024,0.0
Japan,LuminousLip Care,Sep2024,0.0
Japan,LuminousLip Care,Oct2024,0.0
Japan,LuminousLip Care,Nov2024,0.0
Japan,LuminousLip Care,Dec2024,0.0
Japan,CleanSlate Mouthwash,Jan2024,0.0
Japan,CleanSlate Mouthwash,Feb2024,0.0
Japan,CleanSlate Mouthwash,Mar2024,0.0
Japan,CleanSlate Mouthwash,Apr2024,0.0
Japan,CleanSlate Mouthwash,May2024,0.0
Japan,CleanSlate Mouthwash,Jun2024,0.0
Japan,CleanSlate Mouthwash,Jul2024,0.0
Japan,CleanSlate Mouthwash,Aug2024,0.0
Japan,CleanSlate Mouthwash,Sep2024,0.0
Japan,CleanSlate Mouthwash,Oct2024,0.0
Japan,CleanSlate Mouthwash,Nov2024,0.0
Japan,CleanSlate Mouthwash,Dec2024,0.0
Japan,OralEase Gel,Jan2024,1755.6000000000001
Japan,OralEase Gel,Feb2024,1767.7
Japan,OralEase Gel,Mar2024,1678.6000000000001
Japan,OralEase Gel,Apr2024,1749.0000000000002
Japan,OralEase Gel,May2024,1705.0000000000002
Japan,OralEase Gel,Jun2024,1796.3000000000002
Japan,OralEase Gel,Jul2024,1702.8000000000002
Japan,OralEase Gel,Aug2024,1750.1000000000001
Japan,OralEase Gel,Sep2024,1739.1000000000001
Japan,OralEase Gel,Oct2024,1775.4
Japan,OralEase Gel,Nov2024,1672.0000000000002
Japan,OralEase Gel,Dec2024,1702.8000000000002
Japan,BreathBliss Mints,Jan2024,0.0
Japan,BreathBliss Mints,Feb2024,0.0
Japan,BreathBliss Mints,Mar2024,0.0
Japan,BreathBliss Mints,Apr2024,0.0
Japan,BreathBliss Mints,May2024,0.0
Japan,BreathBliss Mints,Jun2024,0.0
Japan,BreathBliss Mints,Jul2024,0.0
Japan,BreathBliss Mints,Aug2024,0.0
Japan,BreathBliss Mints,Sep2024,0.0
Japan,BreathBliss Mints,Oct2024,0.0
Japan,BreathBliss Mints,Nov2024,0.0
Japan,BreathBliss Mints,Dec2024,0.0
Japan,DentalDefense Toothpaste,Jan2024,585.0
Japan,DentalDefense Toothpaste,Feb2024,576.0
Japan,DentalDefense Toothpaste,Mar2024,596.7
Japan,DentalDefense Toothpaste,Apr2024,593.1
Japan,DentalDefense Toothpaste,May2024,600.3000000000001
Japan,DentalDefense Toothpaste,Jun2024,596.7
Japan,DentalDefense Toothpaste,Jul2024,574.2
Japan,DentalDefense Toothpaste,Aug2024,609.3000000000001
Japan,DentalDefense Toothpaste,Sep2024,593.1
Japan,DentalDefense Toothpaste,Oct2024,584.1
Japan,DentalDefense Toothpaste,Nov2024,592.2
Japan,DentalDefense Toothpaste,Dec2024,603.0
Japan,SparklingSmile Water Flosser,Jan2024,0.0
Japan,SparklingSmile Water Flosser,Feb2024,0.0
Japan,SparklingSmile Water Flosser,Mar2024,0.0
Japan,SparklingSmile Water Flosser,Apr2024,0.0
Japan,SparklingSmile Water Flosser,May2024,0.0
Japan,SparklingSmile Water Flosser,Jun2024,0.0
Japan,SparklingSmile Water Flosser,Jul2024,0.0
Japan,SparklingSmile Water Flosser,Aug2024,0.0
Japan,SparklingSmile Water Flosser,Sep2024,0.0
Japan,SparklingSmile Water Flosser,Oct2024,0.0
Japan,SparklingSmile Water Flosser,Nov2024,0.0
Japan,SparklingSmile Water Flosser,Dec2024,0.0
Japan,FreshFusion Mouth Rinse,Jan2024,0.0
Japan,FreshFusion Mouth Rinse,Feb2024,0.0
Japan,FreshFusion Mouth Rinse,Mar2024,0.0
Japan,FreshFusion Mouth Rinse,Apr2024,0.0
Japan,FreshFusion Mouth Rinse,May2024,0.0
Japan,FreshFusion Mouth Rinse,Jun2024,0.0
Japan,FreshFusion Mouth Rinse,Jul2024,0.0
Japan,FreshFusion Mouth Rinse,Aug2024,0.0
Japan,FreshFusion Mouth Rinse,Sep2024,0.0
Japan,FreshFusion Mouth Rinse,Oct2024,0.0
Japan,FreshFusion Mouth Rinse,Nov2024,0.0
Japan,FreshFusion Mouth Rinse,Dec2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Jan2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Feb2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Mar2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Apr2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,May2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Jun2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Jul2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Aug2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Sep2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Oct2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Nov2024,0.0
Japan,SmileSavvy Tooth Whitening Kit,Dec2024,0.0
Japan,DailyDazzle Toothpaste,Jan2024,0.0
Japan,DailyDazzle Toothpaste,Feb2024,0.0
Japan,DailyDazzle Toothpaste,Mar2024,0.0
Japan,DailyDazzle Toothpaste,Apr2024,0.0
Japan,DailyDazzle Toothpaste,May2024,0.0
Japan,DailyDazzle Toothpaste,Jun2024,0.0
Japan,DailyDazzle Toothpaste,Jul2024,0.0
Japan,DailyDazzle Toothpaste,Aug2024,0.0
Japan,DailyDazzle Toothpaste,Sep2024,0.0
Japan,DailyDazzle Toothpaste,Oct2024,0.0
Japan,DailyDazzle Toothpaste,Nov2024,0.0
Japan,DailyDazzle Toothpaste,Dec2024,0.0
Japan,MorningBreeze Gum Care,Jan2024,1545.5000000000002
Japan,MorningBreeze Gum Care,Feb2024,1591.7
Japan,MorningBreeze Gum Care,Mar2024,1591.7
Japan,MorningBreeze Gum Care,Apr2024,1629.1000000000001
Japan,MorningBreeze Gum Care,May2024,1687.4
Japan,MorningBreeze Gum Care,Jun2024,1652.2
Japan,MorningBreeze Gum Care,Jul2024,1665.4
Japan,MorningBreeze Gum Care,Aug2024,1670.9
Japan,MorningBreeze Gum Care,Sep2024,1734.7
Japan,MorningBreeze Gum Care,Oct2024,1667.6000000000001
Japan,MorningBreeze Gum Care,Nov2024,1694.0000000000002
Japan,MorningBreeze Gum Care,Dec2024,1702.8000000000002
Japan,OralEase Plus Toothbrush,Jan2024,561.0
Japan,OralEase Plus Toothbrush,Feb2024,557.7
Japan,OralEase Plus Toothbrush,Mar2024,569.8000000000001
Japan,OralEase Plus Toothbrush,Apr2024,574.2
Japan,OralEase Plus Toothbrush,May2024,545.6
Japan,OralEase Plus Toothbrush,Jun2024,574.2
Japan,OralEase Plus Toothbrush,Jul2024,556.6
Japan,OralEase Plus Toothbrush,Aug2024,567.6
Japan,OralEase Plus Toothbrush,Sep2024,552.2
Japan,OralEase Plus Toothbrush,Oct2024,568.7
Japan,OralEase Plus Toothbrush,Nov2024,553.3000000000001
Japan,OralEase Plus Toothbrush,Dec2024,522.5
Japan,BreatheEasy Inhalant,Jan2024,0.0
Japan,BreatheEasy Inhalant,Feb2024,0.0
Japan,BreatheEasy Inhalant,Mar2024,0.0
Japan,BreatheEasy Inhalant,Apr2024,0.0
Japan,BreatheEasy Inhalant,May2024,0.0
Japan,BreatheEasy Inhalant,Jun2024,0.0
Japan,BreatheEasy Inhalant,Jul2024,0.0
Japan,BreatheEasy Inhalant,Aug2024,0.0
Japan,BreatheEasy Inhalant,Sep2024,0.0
Japan,BreatheEasy Inhalant,Oct2024,0.0
Japan,BreatheEasy Inhalant,Nov2024,0.0
Japan,BreatheEasy Inhalant,Dec2024,0.0
Japan,SmilesSoPure Waterpik,Jan2024,607.3383800519392
Japan,SmilesSoPure Waterpik,Feb2024,0.0
Japan,SmilesSoPure Waterpik,Mar2024,0.0
Japan,SmilesSoPure Waterpik,Apr2024,0.0
Japan,SmilesSoPure Waterpik,May2024,0.0
Japan,SmilesSoPure Waterpik,Jun2024,0.0
Japan,SmilesSoPure Waterpik,Jul2024,619.6490103055596
Japan,SmilesSoPure Waterpik,Aug2024,0.0
Japan,SmilesSoPure Waterpik,Sep2024,0.0
Japan,SmilesSoPure Waterpik,Oct2024,0.0
Japan,SmilesSoPure Waterpik,Nov2024,0.0
Japan,SmilesSoPure Waterpik,Dec2024,0.0
Japan,CleanSmile Floss Picks,Jan2024,0.0
Japan,CleanSmile Floss Picks,Feb2024,0.0
Japan,CleanSmile Floss Picks,Mar2024,0.0
Japan,CleanSmile Floss Picks,Apr2024,0.0
Japan,CleanSmile Floss Picks,May2024,0.0
Japan,CleanSmile Floss Picks,Jun2024,0.0
Japan,CleanSmile Floss Picks,Jul2024,0.0
Japan,CleanSmile Floss Picks,Aug2024,0.0
Japan,CleanSmile Floss Picks,Sep2024,0.0
Japan,CleanSmile Floss Picks,Oct2024,0.0
Japan,CleanSmile Floss Picks,Nov2024,0.0
Japan,CleanSmile Floss Picks,Dec2024,0.0
Japan,FreshFix Mouthwash,Jan2024,0.0
Japan,FreshFix Mouthwash,Feb2024,0.0
Japan,FreshFix Mouthwash,Mar2024,0.0
Japan,FreshFix Mouthwash,Apr2024,0.0
Japan,FreshFix Mouthwash,May2024,0.0
Japan,FreshFix Mouthwash,Jun2024,0.0
Japan,FreshFix Mouthwash,Jul2024,0.0
Japan,FreshFix Mouthwash,Aug2024,0.0
Japan,FreshFix Mouthwash,Sep2024,0.0
Japan,FreshFix Mouthwash,Oct2024,0.0
Japan,FreshFix Mouthwash,Nov2024,0.0
Japan,FreshFix Mouthwash,Dec2024,0.0
Japan,SparklingGlow Toothpaste,Jan2024,1678.6000000000001
Japan,SparklingGlow Toothpaste,Feb2024,1689.6000000000001
Japan,SparklingGlow Toothpaste,Mar2024,1799.6000000000001
Japan,SparklingGlow Toothpaste,Apr2024,1703.9
Japan,SparklingGlow Toothpaste,May2024,1740.2
Japan,SparklingGlow Toothpaste,Jun2024,1714.9
Japan,SparklingGlow Toothpaste,Jul2024,1703.9
Japan,SparklingGlow Toothpaste,Aug2024,1714.9
Japan,SparklingGlow Toothpaste,Sep2024,1771.0000000000002
Japan,SparklingGlow Toothpaste,Oct2024,1622.5000000000002
Japan,SparklingGlow Toothpaste,Nov2024,1732.5000000000002
Japan,SparklingGlow Toothpaste,Dec2024,1780.9
Japan,Purezza Body Wash,Jan2024,0.0
Japan,Purezza Body Wash,Feb2024,0.0
Japan,Purezza Body Wash,Mar2024,0.0
Japan,Purezza Body Wash,Apr2024,0.0
Japan,Purezza Body Wash,May2024,0.0
Japan,Purezza Body Wash,Jun2024,0.0
Japan,Purezza Body Wash,Jul2024,0.0
Japan,Purezza Body Wash,Aug2024,0.0
Japan,Purezza Body Wash,Sep2024,0.0
Japan,Purezza Body Wash,Oct2024,0.0
Japan,Purezza Body Wash,Nov2024,0.0
Japan,Purezza Body Wash,Dec2024,0.0
Japan,SkinSational Moisturizer,Jan2024,0.0
Japan,SkinSational Moisturizer,Feb2024,0.0
Japan,SkinSational Moisturizer,Mar2024,0.0
Japan,SkinSational Moisturizer,Apr2024,0.0
Japan,SkinSational Moisturizer,May2024,0.0
Japan,SkinSational Moisturizer,Jun2024,0.0
Japan,SkinSational Moisturizer,Jul2024,0.0
Japan,SkinSational Moisturizer,Aug2024,0.0
Japan,SkinSational Moisturizer,Sep2024,0.0
Japan,SkinSational Moisturizer,Oct2024,0.0
Japan,SkinSational Moisturizer,Nov2024,0.0
Japan,SkinSational Moisturizer,Dec2024,0.0
Japan,SoftStep Shaving Cream,Jan2024,0.0
Japan,SoftStep Shaving Cream,Feb2024,0.0
Japan,SoftStep Shaving Cream,Mar2024,0.0
Japan,SoftStep Shaving Cream,Apr2024,0.0
Japan,SoftStep Shaving Cream,May2024,0.0
Japan,SoftStep Shaving Cream,Jun2024,0.0
Japan,SoftStep Shaving Cream,Jul2024,0.0
Japan,SoftStep Shaving Cream,Aug2024,0.0
Japan,SoftStep Shaving Cream,Sep2024,0.0
Japan,SoftStep Shaving Cream,Oct2024,0.0
Japan,SoftStep Shaving Cream,Nov2024,0.0
Japan,SoftStep Shaving Cream,Dec2024,0.0
Japan,GentleGlow Face Lotion,Jan2024,485.1
Japan,GentleGlow Face Lotion,Feb2024,470.7
Japan,GentleGlow Face Lotion,Mar2024,490.5
Japan,GentleGlow Face Lotion,Apr2024,478.8
Japan,GentleGlow Face Lotion,May2024,472.5
Japan,GentleGlow Face Lotion,Jun2024,502.2
Japan,GentleGlow Face Lotion,Jul2024,476.1
Japan,GentleGlow Face Lotion,Aug2024,493.2
Japan,GentleGlow Face Lotion,Sep2024,509.40000000000003
Japan,GentleGlow Face Lotion,Oct2024,486.90000000000003
Japan,GentleGlow Face Lotion,Nov2024,478.8
Japan,GentleGlow Face Lotion,Dec2024,480.6
Japan,HydraHydrate Hand Cream,Jan2024,1623.6000000000001
Japan,HydraHydrate Hand Cream,Feb2024,1635.3
Japan,HydraHydrate Hand Cream,Mar2024,1669.5
Japan,HydraHydrate Hand Cream,Apr2024,1703.7
Japan,HydraHydrate Hand Cream,May2024,1710.9
Japan,HydraHydrate Hand Cream,Jun2024,1705.5
Japan,HydraHydrate Hand Cream,Jul2024,1674.0
Japan,HydraHydrate Hand Cream,Aug2024,1597.5
Japan,HydraHydrate Hand Cream,Sep2024,1595.7
Japan,HydraHydrate Hand Cream,Oct2024,1699.2
Japan,HydraHydrate Hand Cream,Nov2024,1641.6000000000001
Japan,HydraHydrate Hand Cream,Dec2024,1641.6000000000001
Japan,SilkSmooth Exfoliating Scrub,Jan2024,1780.9
Japan,SilkSmooth Exfoliating Scrub,Feb2024,1802.9
Japan,SilkSmooth Exfoliating Scrub,Mar2024,1757.8000000000002
Japan,SilkSmooth Exfoliating Scrub,Apr2024,1778.7
Japan,SilkSmooth Exfoliating Scrub,May2024,1807.3000000000002
Japan,SilkSmooth Exfoliating Scrub,Jun2024,1739.1000000000001
Japan,SilkSmooth Exfoliating Scrub,Jul2024,1736.9
Japan,SilkSmooth Exfoliating Scrub,Aug2024,1757.8000000000002
Japan,SilkSmooth Exfoliating Scrub,Sep2024,1789.7
Japan,SilkSmooth Exfoliating Scrub,Oct2024,1766.6000000000001
Japan,SilkSmooth Exfoliating Scrub,Nov2024,1760.0000000000002
Japan,SilkSmooth Exfoliating Scrub,Dec2024,1801.8000000000002
Japan,CleanSkin Acne Treatment,Jan2024,470.7
Japan,CleanSkin Acne Treatment,Feb2024,476.1
Japan,CleanSkin Acne Treatment,Mar2024,459.90000000000003
Japan,CleanSkin Acne Treatment,Apr2024,490.5
Japan,CleanSkin Acne Treatment,May2024,515.7
Japan,CleanSkin Acne Treatment,Jun2024,504.90000000000003
Japan,CleanSkin Acne Treatment,Jul2024,513.0
Japan,CleanSkin Acne Treatment,Aug2024,533.7
Japan,CleanSkin Acne Treatment,Sep2024,466.2
Japan,CleanSkin Acne Treatment,Oct2024,500.40000000000003
Japan,CleanSkin Acne Treatment,Nov2024,468.0
Japan,CleanSkin Acne Treatment,Dec2024,473.40000000000003
Japan,SunShield SPF 50 Lotion,Jan2024,1140.7
Japan,SunShield SPF 50 Lotion,Feb2024,1237.5
Japan,SunShield SPF 50 Lotion,Mar2024,1267.2
Japan,SunShield SPF 50 Lotion,Apr2024,1156.1000000000001
Japan,SunShield SPF 50 Lotion,May2024,1190.2
Japan,SunShield SPF 50 Lotion,Jun2024,1214.4
Japan,SunShield SPF 50 Lotion,Jul2024,1215.5
Japan,SunShield SPF 50 Lotion,Aug2024,1206.7
Japan,SunShield SPF 50 Lotion,Sep2024,1177.0
Japan,SunShield SPF 50 Lotion,Oct2024,1140.7
Japan,SunShield SPF 50 Lotion,Nov2024,1202.3000000000002
Japan,SunShield SPF 50 Lotion,Dec2024,1114.3000000000002
Japan,Refreshing Rose Body Oil,Jan2024,0.0
Japan,Refreshing Rose Body Oil,Feb2024,0.0
Japan,Refreshing Rose Body Oil,Mar2024,0.0
Japan,Refreshing Rose Body Oil,Apr2024,0.0
Japan,Refreshing Rose Body Oil,May2024,0.0
Japan,Refreshing Rose Body Oil,Jun2024,0.0
Japan,Refreshing Rose Body Oil,Jul2024,0.0
Japan,Refreshing Rose Body Oil,Aug2024,0.0
Japan,Refreshing Rose Body Oil,Sep2024,0.0
Japan,Refreshing Rose Body Oil,Oct2024,0.0
Japan,Refreshing Rose Body Oil,Nov2024,0.0
Japan,Refreshing Rose Body Oil,Dec2024,0.0
Japan,Calming Creme Relaxant Bath,Jan2024,1047.2
Japan,Calming Creme Relaxant Bath,Feb2024,1051.6000000000001
Japan,Calming Creme Relaxant Bath,Mar2024,1031.8000000000002
Japan,Calming Creme Relaxant Bath,Apr2024,1004.3000000000001
Japan,Calming Creme Relaxant Bath,May2024,1081.3000000000002
Japan,Calming Creme Relaxant Bath,Jun2024,1065.9
Japan,Calming Creme Relaxant Bath,Jul2024,1076.9
Japan,Calming Creme Relaxant Bath,Aug2024,1091.2
Japan,Calming Creme Relaxant Bath,Sep2024,1101.1000000000001
Japan,Calming Creme Relaxant Bath,Oct2024,1096.7
Japan,Calming Creme Relaxant Bath,Nov2024,1089.0
Japan,Calming Creme Relaxant Bath,Dec2024,1042.8000000000002
Japan,Brightening Body Wash,Jan2024,0.0
Japan,Brightening Body Wash,Feb2024,0.0
Japan,Brightening Body Wash,Mar2024,0.0
Japan,Brightening Body Wash,Apr2024,0.0
Japan,Brightening Body Wash,May2024,0.0
Japan,Brightening Body Wash,Jun2024,0.0
Japan,Brightening Body Wash,Jul2024,0.0
Japan,Brightening Body Wash,Aug2024,0.0
Japan,Brightening Body Wash,Sep2024,0.0
Japan,Brightening Body Wash,Oct2024,0.0
Japan,Brightening Body Wash,Nov2024,0.0
Japan,Brightening Body Wash,Dec2024,0.0
Japan,SmoothOperator Shaving Gel,Jan2024,0.0
Japan,SmoothOperator Shaving Gel,Feb2024,0.0
Japan,SmoothOperator Shaving Gel,Mar2024,0.0
Japan,SmoothOperator Shaving Gel,Apr2024,0.0
Japan,SmoothOperator Shaving Gel,May2024,0.0
Japan,SmoothOperator Shaving Gel,Jun2024,0.0
Japan,SmoothOperator Shaving Gel,Jul2024,0.0
Japan,SmoothOperator Shaving Gel,Aug2024,0.0
Japan,SmoothOperator Shaving Gel,Sep2024,0.0
Japan,SmoothOperator Shaving Gel,Oct2024,0.0
Japan,SmoothOperator Shaving Gel,Nov2024,0.0
Japan,SmoothOperator Shaving Gel,Dec2024,0.0
Japan,RadiantRose Face Mask,Jan2024,1777.6000000000001
Japan,RadiantRose Face Mask,Feb2024,1839.2
Japan,RadiantRose Face Mask,Mar2024,1846.9
Japan,RadiantRose Face Mask,Apr2024,1999.8000000000002
Japan,RadiantRose Face Mask,May2024,1904.1000000000001
Japan,RadiantRose Face Mask,Jun2024,1933.8000000000002
Japan,RadiantRose Face Mask,Jul2024,1799.6000000000001
Japan,RadiantRose Face Mask,Aug2024,1822.7
Japan,RadiantRose Face Mask,Sep2024,1899.7
Japan,RadiantRose Face Mask,Oct2024,1831.5000000000002
Japan,RadiantRose Face Mask,Nov2024,1888.7
Japan,RadiantRose Face Mask,Dec2024,1875.5000000000002
Japan,SoothingSerenity Hand Sanitizer,Jan2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Feb2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Mar2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Apr2024,0.0
Japan,SoothingSerenity Hand Sanitizer,May2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Jun2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Jul2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Aug2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Sep2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Oct2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Nov2024,0.0
Japan,SoothingSerenity Hand Sanitizer,Dec2024,0.0
Japan,GentleGlow Face Cleanser,Jan2024,0.0
Japan,GentleGlow Face Cleanser,Feb2024,0.0
Japan,GentleGlow Face Cleanser,Mar2024,0.0
Japan,GentleGlow Face Cleanser,Apr2024,0.0
Japan,GentleGlow Face Cleanser,May2024,0.0
Japan,GentleGlow Face Cleanser,Jun2024,0.0
Japan,GentleGlow Face Cleanser,Jul2024,0.0
Japan,GentleGlow Face Cleanser,Aug2024,0.0
Japan,GentleGlow Face Cleanser,Sep2024,0.0
Japan,GentleGlow Face Cleanser,Oct2024,0.0
Japan,GentleGlow Face Cleanser,Nov2024,0.0
Japan,GentleGlow Face Cleanser,Dec2024,0.0
Japan,PurePore Toner,Jan2024,397.6424116424117
Japan,PurePore Toner,Feb2024,0.0
Japan,PurePore Toner,Mar2024,0.0
Japan,PurePore Toner,Apr2024,0.0
Japan,PurePore Toner,May2024,414.79764379764384
Japan,PurePore Toner,Jun2024,0.0
Japan,PurePore Toner,Jul2024,0.0
Japan,PurePore Toner,Aug2024,0.0
Japan,PurePore Toner,Sep2024,390.6632016632017
Japan,PurePore Toner,Oct2024,0.0
Japan,PurePore Toner,Nov2024,0.0
Japan,PurePore Toner,Dec2024,0.0
Japan,SilkySkin Moisturizing Cream,Jan2024,0.0
Japan,SilkySkin Moisturizing Cream,Feb2024,0.0
Japan,SilkySkin Moisturizing Cream,Mar2024,0.0
Japan,SilkySkin Moisturizing Cream,Apr2024,0.0
Japan,SilkySkin Moisturizing Cream,May2024,0.0
Japan,SilkySkin Moisturizing Cream,Jun2024,0.0
Japan,SilkySkin Moisturizing Cream,Jul2024,0.0
Japan,SilkySkin Moisturizing Cream,Aug2024,0.0
Japan,SilkySkin Moisturizing Cream,Sep2024,0.0
Japan,SilkySkin Moisturizing Cream,Oct2024,0.0
Japan,SilkySkin Moisturizing Cream,Nov2024,0.0
Japan,SilkySkin Moisturizing Cream,Dec2024,0.0
Japan,MorningMist Deodorant,Jan2024,827.1
Japan,MorningMist Deodorant,Feb2024,788.4
Japan,MorningMist Deodorant,Mar2024,846.0
Japan,MorningMist Deodorant,Apr2024,796.5
Japan,MorningMist Deodorant,May2024,801.9
Japan,MorningMist Deodorant,Jun2024,780.3000000000001
Japan,MorningMist Deodorant,Jul2024,792.9
Japan,MorningMist Deodorant,Aug2024,798.3000000000001
Japan,MorningMist Deodorant,Sep2024,805.5
Japan,MorningMist Deodorant,Oct2024,792.9
Japan,MorningMist Deodorant,Nov2024,801.9
Japan,MorningMist Deodorant,Dec2024,807.3000000000001
Japan,Hydrating Honey Body Lotion,Jan2024,550.8000000000001
Japan,Hydrating Honey Body Lotion,Feb2024,553.5
Japan,Hydrating Honey Body Lotion,Mar2024,544.5
Japan,Hydrating Honey Body Lotion,Apr2024,558.0
Japan,Hydrating Honey Body Lotion,May2024,549.9
Japan,Hydrating Honey Body Lotion,Jun2024,547.2
Japan,Hydrating Honey Body Lotion,Jul2024,538.2
Japan,Hydrating Honey Body Lotion,Aug2024,560.7
Japan,Hydrating Honey Body Lotion,Sep2024,532.8000000000001
Japan,Hydrating Honey Body Lotion,Oct2024,552.6
Japan,Hydrating Honey Body Lotion,Nov2024,563.4
Japan,Hydrating Honey Body Lotion,Dec2024,534.6
Japan,Exfoliating Essentials Scrub,Jan2024,0.0
Japan,Exfoliating Essentials Scrub,Feb2024,0.0
Japan,Exfoliating Essentials Scrub,Mar2024,0.0
Japan,Exfoliating Essentials Scrub,Apr2024,0.0
Japan,Exfoliating Essentials Scrub,May2024,0.0
Japan,Exfoliating Essentials Scrub,Jun2024,0.0
Japan,Exfoliating Essentials Scrub,Jul2024,0.0
Japan,Exfoliating Essentials Scrub,Aug2024,0.0
Japan,Exfoliating Essentials Scrub,Sep2024,0.0
Japan,Exfoliating Essentials Scrub,Oct2024,0.0
Japan,Exfoliating Essentials Scrub,Nov2024,0.0
Japan,Exfoliating Essentials Scrub,Dec2024,0.0
Japan,FreshFusion Detergent,Jan2024,1199.7
Japan,FreshFusion Detergent,Feb2024,1280.7
Japan,FreshFusion Detergent,Mar2024,1295.1000000000001
Japan,FreshFusion Detergent,Apr2024,1302.3
Japan,FreshFusion Detergent,May2024,1290.6000000000001
Japan,FreshFusion Detergent,Jun2024,1311.3
Japan,FreshFusion Detergent,Jul2024,1281.6000000000001
Japan,FreshFusion Detergent,Aug2024,1262.7
Japan,FreshFusion Detergent,Sep2024,1303.2
Japan,FreshFusion Detergent,Oct2024,1237.5
Japan,FreshFusion Detergent,Nov2024,1282.5
Japan,FreshFusion Detergent,Dec2024,1277.1000000000001
Japan,CleanSlate Stain Remover,Jan2024,0.0
Japan,CleanSlate Stain Remover,Feb2024,0.0
Japan,CleanSlate Stain Remover,Mar2024,0.0
Japan,CleanSlate Stain Remover,Apr2024,0.0
Japan,CleanSlate Stain Remover,May2024,0.0
Japan,CleanSlate Stain Remover,Jun2024,0.0
Japan,CleanSlate Stain Remover,Jul2024,0.0
Japan,CleanSlate Stain Remover,Aug2024,0.0
Japan,CleanSlate Stain Remover,Sep2024,0.0
Japan,CleanSlate Stain Remover,Oct2024,0.0
Japan,CleanSlate Stain Remover,Nov2024,0.0
